Date,High,Low,Open,Close,Volume,Adj Close
2015-01-02,105.55000305175781,104.12999725341797,105.05000305175781,104.5199966430664,5753600.0,93.6802749633789
2015-01-05,104.7300033569336,103.68000030517578,104.4800033569336,103.79000091552734,8079300.0,93.02598571777344
2015-01-06,104.98999786376953,102.94000244140625,104.33999633789062,103.27999877929688,7428000.0,92.5688705444336
2015-01-07,105.83000183105469,103.80999755859375,103.91000366210938,105.55999755859375,7931700.0,94.61241912841797
2015-01-08,106.48999786376953,105.75,106.05999755859375,106.38999938964844,9916000.0,95.35633087158203
2015-01-09,106.5,104.75,106.5,104.94000244140625,7360100.0,94.05671691894531
2015-01-12,105.81999969482422,104.30000305175781,105.16999816894531,104.58000183105469,6839000.0,93.73406219482422
2015-01-13,106.33000183105469,104.23999786376953,105.44000244140625,104.76000213623047,10151100.0,93.8953857421875
2015-01-14,104.43000030517578,103.51000213623047,103.86000061035156,104.0,8887700.0,93.2142105102539
2015-01-15,104.0,101.94999694824219,104.0,102.48999786376953,10834800.0,91.86080169677734
2015-01-16,104.62000274658203,102.0,102.05999755859375,104.04000091552734,14092300.0,93.25006103515625
2015-01-20,102.05000305175781,100.26000213623047,101.55000305175781,101.29000091552734,20460000.0,90.78526306152344
2015-01-21,102.0999984741211,100.4000015258789,100.55999755859375,101.9000015258789,11702900.0,91.3320083618164
2015-01-22,103.83000183105469,101.56999969482422,102.38999938964844,103.76000213623047,9036600.0,92.99908447265625
2015-01-23,102.97000122070312,101.94000244140625,102.94000244140625,102.19999694824219,10111000.0,91.60087585449219
2015-01-26,102.44999694824219,101.20999908447266,101.80000305175781,102.26000213623047,8962800.0,91.6546630859375
2015-01-27,102.7699966430664,100.93000030517578,101.83000183105469,102.08999633789062,10160500.0,91.50228118896484
2015-01-28,102.93000030517578,101.44000244140625,102.4800033569336,101.4800033569336,9053200.0,90.9555435180664
2015-01-29,102.45999908447266,100.66999816894531,101.51000213623047,102.37999725341797,7569300.0,91.76220703125
2015-01-30,102.0,100.08999633789062,101.58000183105469,100.13999938964844,10676300.0,89.75453186035156
2015-02-02,100.8499984741211,99.37999725341797,100.48999786376953,100.83000183105469,8990700.0,90.37297058105469
2015-02-03,102.55999755859375,101.12000274658203,101.4000015258789,102.45999908447266,10001200.0,91.83391571044922
2015-02-04,102.44999694824219,101.0199966430664,102.12000274658203,101.36000061035156,9514100.0,90.8479995727539
2015-02-05,102.55999755859375,101.45999908447266,101.56999969482422,102.45999908447266,6642200.0,91.83391571044922
2015-02-06,102.44999694824219,100.83000183105469,102.11000061035156,101.0999984741211,9118500.0,90.61495208740234
2015-02-09,101.05999755859375,99.0999984741211,101.05999755859375,99.77999877929688,9851700.0,89.43185424804688
2015-02-10,100.69999694824219,99.43000030517578,100.19000244140625,100.3499984741211,12275500.0,89.9427490234375
2015-02-11,100.79000091552734,99.94999694824219,100.45999908447266,100.37999725341797,8177000.0,89.9696273803711
2015-02-12,100.54000091552734,97.1500015258789,100.5,98.44000244140625,25835200.0,88.2308349609375
2015-02-13,99.66999816894531,98.33000183105469,98.44000244140625,99.62000274658203,11153600.0,89.2884521484375
2015-02-17,100.4800033569336,99.12000274658203,99.38999938964844,100.44000244140625,8627100.0,90.0234146118164
2015-02-18,100.94000244140625,99.37999725341797,100.69999694824219,99.95999908447266,7865200.0,89.59319305419922
2015-02-19,100.83999633789062,99.61000061035156,99.94999694824219,100.69999694824219,10028200.0,90.2564468383789
2015-02-20,100.37000274658203,99.11000061035156,100.18000030517578,100.26000213623047,10085700.0,90.4911117553711
2015-02-23,100.7699966430664,99.80000305175781,100.73999786376953,100.18000030517578,6878200.0,90.41890716552734
2015-02-24,101.05000305175781,100.0,100.25,100.69999694824219,6587200.0,90.88824462890625
2015-02-25,101.29000091552734,100.16000366210938,100.94000244140625,101.20999908447266,9684000.0,91.34854888916016
2015-02-26,103.18000030517578,101.22000122070312,101.37999725341797,102.80000305175781,11437900.0,92.78363800048828
2015-02-27,103.33000183105469,102.4800033569336,103.04000091552734,102.51000213623047,8500000.0,92.52188110351562
2015-03-02,103.41000366210938,102.51000213623047,102.51000213623047,103.22000122070312,7277600.0,93.16270446777344
2015-03-03,103.0999984741211,101.80999755859375,103.0999984741211,102.33999633789062,6419700.0,92.36845397949219
2015-03-04,102.12000274658203,101.16999816894531,102.12000274658203,101.6500015258789,8455200.0,91.74568176269531
2015-03-05,103.20999908447266,102.0,102.06999969482422,102.5199966430664,8042300.0,92.53092193603516
2015-03-06,102.43000030517578,99.87999725341797,102.08999633789062,100.11000061035156,9287600.0,90.3557357788086
2015-03-09,100.91999816894531,99.76000213623047,100.19999694824219,100.66000366210938,5701100.0,90.85215759277344
2015-03-10,100.44000244140625,99.51000213623047,99.98999786376953,99.52999877929688,8696800.0,89.8322525024414
2015-03-11,99.83000183105469,98.22000122070312,99.83000183105469,98.31999969482422,9138100.0,88.74016571044922
2015-03-12,100.23999786376953,98.83000183105469,98.95999908447266,99.83000183105469,8318000.0,90.10301208496094
2015-03-13,100.05000305175781,98.63999938964844,99.8499984741211,99.20999908447266,7821800.0,89.54341888427734
2015-03-16,101.06999969482422,99.73999786376953,99.73999786376953,101.05999755859375,7726500.0,91.21317291259766
2015-03-17,100.5199966430664,99.41000366210938,100.11000061035156,99.88999938964844,7293000.0,90.15717315673828
2015-03-18,101.73999786376953,99.12999725341797,99.88999938964844,101.45999908447266,7961900.0,91.57420349121094
2015-03-19,101.95999908447266,100.91000366210938,101.04000091552734,101.69000244140625,6863100.0,91.78178405761719
2015-03-20,102.9000015258789,101.76000213623047,101.87000274658203,102.4000015258789,12433800.0,92.422607421875
2015-03-23,103.3499984741211,102.2300033569336,102.47000122070312,102.9800033569336,9001900.0,92.94609069824219
2015-03-24,103.2300033569336,101.93000030517578,102.83000183105469,101.95999908447266,8390700.0,92.02546691894531
2015-03-25,102.5,100.33999633789062,101.8499984741211,100.33999633789062,8444100.0,90.56331634521484
2015-03-26,100.80999755859375,99.55999755859375,99.94999694824219,100.13999938964844,9972400.0,90.38279724121094
2015-03-27,100.94999694824219,100.1500015258789,100.27999877929688,100.33999633789062,5836700.0,90.56331634521484
2015-03-30,101.86000061035156,100.76000213623047,101.23999786376953,101.55000305175781,6061200.0,91.65542602539062
2015-03-31,101.48999786376953,100.58999633789062,100.97000122070312,100.5999984741211,8028000.0,90.7979965209961
2015-04-01,100.45999908447266,98.61000061035156,100.45999908447266,99.1500015258789,11336300.0,89.48927307128906
2015-04-02,99.98999786376953,98.88999938964844,99.44000244140625,99.63999938964844,6097100.0,89.93151092529297
2015-04-06,99.55999755859375,98.04000091552734,98.83999633789062,99.16000366210938,9697600.0,89.498291015625
